ID,WEEK,Z1,Z2,Z3,Z4,Z5,Z6,Z6A,Z6AA,Z6AB,Z6B,Z6C,Z6D,Z7,Z8,Z9,Z9A,Z9AA,Z10,Z10A,Z11,Z11A,Z12,SEX,METRO,REGION,HWEIGHT,PWEIGHT,STATE,AW1,AW2,AW3,AW4,AW5A,AW5B,AW6,AW6A,AW7,AW8,AW9,AW10A,AW10B
510,833,1,2,1,1,,3,2,1,1,0,0,1,25,4,8,,,2,,1,2,0,2,1,4,1.01,1.669,8,1,3,5,2,,1,,2,7,2,2,,2
511,833,1,1,1,1,,2,2,1,1,,,,43,4,6,,,2,,2,2,0,1,1,2,0.737,1.378,17,1,4,5,2,,2,,2,2,1,3,,
512,833,1,2,1,3,1,2,2,1,1,,,,73,5,99,9,,2,,1,1,0,2,2,3,0.483,0.991,40,1,3,5,9,,,9,9,1,1,2,,2
513,833,2,2,1,3,2,2,2,1,1,,,,56,2,3,,,2,,1,3,0,2,1,4,0.8,1.536,6,2,,,,,,,,,1,8,,
514,833,1,2,1,3,2,2,2,1,1,,,,54,2,8,,,2,,1,1,1,2,2,2,0.503,0.888,29,1,3,5,8,,,1,1,1,1,3,,
515,833,1,5,1,3,4,1,,0,1,,,,99,3,6,,,2,,1,3,0,2,1,4,1.26,2.419,6,1,3,4,0,,,0,3,1,1,3,,
516,833,1,5,1,1,,3,1,0,1,2,0,0,45,4,6,,,2,,1,2,0,2,2,2,0.766,0.676,27,1,3,5,2,,1,,2,2,2,3,,
517,833,1,5,1,1,,3,2,2,0,1,0,0,50,4,8,,,2,,1,3,0,1,1,3,1.211,1.994,48,1,3,5,1,1,,,1,1,2,3,,
518,833,2,4,1,3,1,1,,0,1,,,,78,3,1,,,2,,1,2,0,2,1,4,0.887,1.703,6,1,4,5,2,,2,,2,1,1,2,,2
519,833,1,2,1,3,1,2,2,1,1,,,,71,2,99,2,,2,,1,3,0,2,1,4,0.529,0.874,8,1,4,5,2,,1,,2,1,1,3,,
520,833,1,2,1,3,4,3,1,0,1,0,2,0,34,2,6,,,1,1,,3,0,2,1,4,1.424,1.366,6,2,,,,,,,,,2,1,2,
521,833,1,2,1,1,,4,2,1,1,2,0,0,62,2,4,,,2,,1,2,0,1,1,4,1.424,2.735,53,1,3,4,8,,,2,3,2,8,1,1,
522,833,1,2,1,1,,2,2,1,1,,,,30,2,9,,1,1,1,,1,0,2,1,4,1.424,2.734,6,1,4,5,1,1,,,3,1,1,2,,2
523,833,1,2,1,1,,2,2,1,1,,,,54,2,4,,,2,,1,2,0,2,1,4,1.092,1.803,4,1,4,5,2,,2,,2,2,8,3,,
524,833,1,2,1,1,,5,3,2,1,2,0,0,49,4,8,,,2,,1,3,0,2,2,4,0.593,1.237,49,1,4,5,1,2,,,1,1,1,8,,
525,833,2,1,2,2,,5,3,1,2,2,0,0,18,2,2,,,1,1,,8,0,2,1,4,1.169,4.487,6,2,,,,,,,,,2,2,,2
526,833,1,1,2,3,4,5,5,2,3,,,,24,4,9,,2,2,,5,2,1,2,1,4,0.585,2.244,6,1,2,5,2,,1,,2,2,1,2,,1
527,833,1,2,1,3,2,7,2,1,1,2,2,1,37,2,6,,,1,1,,3,0,2,1,2,0.668,1.249,18,2,,,,,,,,,2,3,,
528,833,1,2,2,3,2,2,2,1,1,,,,76,2,2,,,2,,5,3,0,2,1,4,0.887,1.703,53,1,3,5,8,,,1,1,1,1,3,,
529,833,1,9,1,3,1,1,,0,1,,,,81,2,4,,,2,,1,3,0,2,1,4,0.887,1.703,53,2,,,,,,,,,2,8,,
530,833,2,2,1,2,,3,2,1,1,0,0,1,26,5,5,,,2,,1,3,1,1,1,3,0.74,1.22,48,2,,,,,,,,,1,3,,
531,833,1,5,1,1,,1,,0,1,,,,49,4,6,,,2,,1,2,0,2,1,2,0.566,1.059,55,1,3,5,1,1,,,3,1,1,1,1,
532,833,2,4,1,3,5,1,,0,1,,,,72,1,1,,,2,,1,2,0,2,1,4,2.129,4.087,6,1,3,4,2,,2,,8,7,2,3,,
533,833,1,1,1,1,,1,,0,1,,,,60,4,99,9,,2,,1,1,0,2,1,4,0.609,1.17,6,1,3,5,1,1,,,1,1,1,3,,
534,833,2,4,1,3,1,1,,0,1,,,,72,1,2,,,2,,1,2,0,2,1,4,2.129,4.087,6,1,1,5,2,,1,,2,2,2,2,,2
535,833,1,3,1,2,,5,3,1,2,0,0,2,28,2,1,,,2,,1,1,0,2,2,4,1.355,4.996,41,2,,,,,,,,,8,3,,
536,833,2,2,1,1,,4,2,1,1,0,0,2,27,2,3,,,1,1,,2,0,1,1,4,1.326,2.546,6,2,,,,,,,,,2,3,,
537,833,1,2,1,1,,5,3,2,1,2,0,0,46,2,99,9,,2,,1,3,0,2,2,4,0.779,1.623,35,1,3,4,8,,,2,3,2,2,8,,
538,833,1,2,1,3,2,4,4,2,2,,,,71,4,1,,,2,,5,3,0,2,1,4,0.433,1.66,6,1,3,5,2,,1,,2,2,1,2,,2
539,833,1,4,1,3,1,1,,0,1,,,,82,1,1,,,2,,1,2,0,2,2,4,2.21,4.609,16,1,2,5,8,,,2,3,7,2,3,,
540,833,1,1,2,1,,2,2,2,0,,,,32,2,8,,,2,,1,1,0,1,1,4,1.326,2.546,6,1,2,5,1,1,,,1,1,1,3,,
541,833,1,2,1,3,1,2,2,1,1,,,,69,4,6,,,2,,1,3,0,1,1,4,0.585,1.123,6,1,4,5,2,,1,,3,1,2,3,,
542,833,1,2,1,1,,5,2,1,1,0,2,1,34,3,7,,,2,,1,1,1,1,1,4,0.663,1.273,53,1,3,5,2,,2,,3,1,1,2,,2
543,833,1,2,1,2,,4,3,1,2,1,0,0,50,3,8,,,2,,1,1,1,2,2,4,0.558,2.057,53,1,3,5,1,1,,,1,1,1,1,1,
544,833,2,5,1,1,,4,2,1,1,1,1,0,48,4,5,,,1,1,,2,0,2,1,4,0.892,1.714,53,1,2,5,2,,1,,3,2,8,3,,
545,833,1,5,1,1,,6,2,1,1,0,4,0,28,2,2,,,1,1,,2,0,1,1,3,1.945,3.204,48,1,2,3,1,2,,,1,1,1,3,,
546,833,1,2,1,1,,2,2,1,1,,,,31,2,6,,,2,,1,2,0,1,1,2,0.841,1.572,55,2,,,,,,,,,2,3,,
547,833,1,4,1,3,1,1,,1,0,,,,72,4,6,,,2,,1,3,0,1,2,3,0.434,0.513,28,1,3,5,2,,2,,2,1,1,3,,
548,833,1,4,1,3,1,2,2,2,0,,,,65,1,2,,,2,,2,2,0,1,1,2,2.918,5.457,17,1,3,5,1,1,,,1,1,1,3,,
549,833,1,2,1,1,,2,2,1,1,,,,54,3,99,1,,2,,1,3,1,1,1,4,0.542,1.04,6,1,3,5,0,,,2,2,1,1,2,,2
550,833,1,2,2,2,,6,4,2,2,1,0,1,45,2,5,,,2,,1,2,0,2,2,2,1.005,3.551,20,1,4,5,2,,1,,2,2,1,3,,
551,833,1,5,1,3,1,1,,0,1,,,,70,3,2,,,2,,1,8,0,2,1,4,0.529,0.874,4,2,,,,,,,,,1,2,,2
552,833,1,1,1,1,,2,2,0,2,,,,38,2,2,,,2,,1,2,0,2,2,3,1.176,2.413,22,1,3,5,8,,,2,2,8,1,2,,2
553,833,1,5,1,1,,1,,1,0,,,,55,3,9,,1,2,,1,1,1,1,2,4,0.537,0.561,4,1,4,5,1,2,,,1,1,1,2,,2
554,833,1,5,1,3,2,2,2,0,2,,,,57,3,3,,,2,,1,1,0,2,1,3,1.174,1.933,48,1,3,5,1,2,,,1,1,2,3,,
555,833,1,2,1,1,,4,2,1,1,0,1,1,36,4,9,,2,2,,1,3,0,2,2,4,0.763,1.407,41,1,3,5,2,,1,,2,2,2,2,,2
556,833,1,2,1,2,,5,2,1,1,3,0,0,42,4,7,,,2,,1,3,0,2,1,4,0.802,1.539,6,1,3,5,8,,,1,1,1,1,1,1,
557,833,1,2,1,1,,5,2,1,1,2,1,0,99,9,99,1,,2,,1,8,0,2,2,2,1.241,2.191,27,2,,,,,,,,,1,2,,2
558,833,1,1,2,3,3,5,5,2,3,,,,28,4,8,,,2,,1,2,1,2,1,4,0.542,2.082,6,1,3,5,2,,1,,2,1,1,1,2,
559,833,2,1,1,1,,2,2,0,2,,,,22,3,1,,,2,,1,2,0,2,1,4,1.088,1.799,49,1,2,3,2,,1,,2,1,1,2,,2
560,833,1,2,1,1,,5,2,1,1,2,1,0,37,2,7,,,2,,1,9,1,1,1,2,0.811,1.225,20,2,,,,,,,,,2,8,,
561,833,1,2,1,3,5,5,2,1,1,3,0,0,31,2,5,,,2,,1,3,0,1,2,2,1.138,2.008,19,2,,,,,,,,,2,3,,
562,833,2,1,1,3,4,1,,1,0,,,,31,2,3,,,2,,1,8,0,1,1,4,1.235,1.021,32,2,,,,,,,,,1,8,,
563,833,1,2,1,1,,3,3,1,2,,,,50,2,6,,,2,,1,3,0,1,2,2,0.562,1.197,39,1,4,5,1,2,,,1,1,1,1,2,
564,833,1,2,1,1,,2,2,1,1,,,,41,3,6,,,2,,1,2,0,1,1,4,0.955,1.834,6,1,3,4,2,,1,,2,1,2,2,,1
565,833,1,1,2,1,,4,3,2,1,1,0,0,21,2,6,,,2,,1,1,0,1,2,3,0.907,3.724,5,1,4,5,1,1,,,1,7,1,1,2,
566,833,1,2,1,3,1,2,2,1,1,,,,67,2,5,,,2,,1,3,0,1,1,3,0.797,1.382,47,1,4,5,1,1,,,1,1,1,1,2,
567,833,2,2,1,1,,7,2,1,1,2,1,2,34,6,4,,,2,,1,3,0,1,2,2,1.138,2.008,27,1,2,4,8,,,8,3,1,2,3,,
568,833,2,1,1,1,,1,,1,0,,,,43,3,7,,,2,,1,3,0,1,1,4,0.955,0.917,6,1,4,4,2,,1,,2,7,2,3,,
569,833,1,2,1,3,2,3,2,1,1,0,0,1,38,4,9,,1,2,,1,2,0,2,1,4,0.802,1.539,6,2,,,,,,,,,2,2,,2
570,833,2,1,1,1,,2,2,1,1,,,,22,1,7,,,2,,1,2,0,1,1,2,1.379,2.085,29,2,,,,,,,,,2,3,,
571,833,1,1,1,2,,3,3,1,2,,,,25,3,7,,,1,1,,1,1,1,1,4,0.663,1.273,6,1,4,5,1,1,,,1,1,1,3,,
572,833,1,1,1,3,3,3,3,1,2,,,,19,3,9,,1,2,,1,1,3,2,1,4,0.585,2.244,6,1,3,5,1,2,,,1,7,1,3,,
573,833,1,5,1,1,,6,2,0,2,1,1,2,68,1,2,,,2,,2,3,0,2,1,3,3.471,5.716,48,1,2,5,2,,2,,2,2,1,1,2,
574,833,1,1,2,2,,3,3,2,1,,,,25,3,9,,8,2,,1,1,1,1,1,4,0.663,2.546,6,1,2,4,1,2,,,3,1,2,3,,
575,833,1,4,1,3,1,1,,0,1,,,,79,4,6,,,2,,1,1,0,2,2,4,0.449,0.936,16,1,2,5,1,2,,,8,1,1,3,,
576,833,1,2,1,1,,2,2,1,1,,,,99,4,7,,,2,,1,1,0,2,1,4,0.894,1.477,4,1,4,5,9,,,9,9,1,1,9,,
577,833,2,5,1,3,1,1,,0,1,,,,65,3,4,,,2,,1,2,0,2,1,4,0.568,1.089,6,1,4,5,2,,1,,2,2,8,3,,
578,833,2,1,1,1,,1,,1,0,,,,22,2,2,,,2,,1,1,0,1,1,4,0.813,0.779,53,1,3,5,2,,2,,8,7,2,8,,
579,833,1,1,2,1,,2,2,0,2,,,,53,5,8,,,2,,1,1,0,2,1,4,0.831,1.374,8,1,3,5,0,,,0,3,1,2,3,,
580,833,2,3,1,1,,2,2,0,2,,,,43,3,5,,,2,,2,2,0,2,1,3,2.467,4.065,22,1,2,5,2,,1,,2,2,1,3,,
581,833,1,2,1,1,,5,4,2,2,0,1,0,40,3,8,,,2,,1,2,0,1,2,4,0.634,2.646,4,1,3,4,8,,,8,8,7,1,8,,
582,833,1,5,1,1,,2,1,0,1,1,0,0,35,6,1,,,2,,2,2,0,2,1,3,1.747,1.514,47,1,3,4,0,,,2,0,1,2,3,,
583,833,1,5,1,1,,1,,0,1,,,,32,4,8,,,2,,1,3,0,2,1,4,1.084,2.082,6,1,2,5,2,,2,,2,2,2,2,,2
584,833,1,2,1,3,1,2,2,1,1,,,,72,5,9,,1,2,,1,2,0,1,1,4,0.585,1.123,6,1,4,5,2,,1,,2,2,1,2,,2
585,833,1,2,1,1,,2,2,1,1,,,,55,2,4,,,2,,1,1,0,2,1,4,0.746,1.232,4,1,2,5,1,1,,,1,1,1,3,,
586,833,1,1,1,1,,1,,1,0,,,,25,3,8,,,2,,1,3,0,1,2,4,0.881,0.919,30,1,4,5,1,2,,,1,1,2,3,,
587,833,1,2,1,3,5,3,2,1,1,1,0,0,50,1,98,2,,8,,1,3,0,1,2,3,2.109,4.983,21,1,2,8,8,,,8,8,7,2,8,,
588,833,1,2,2,3,1,2,2,1,1,,,,70,2,3,,,2,,2,2,0,2,1,4,0.845,1.396,8,1,4,5,8,,,8,0,8,8,1,2,
589,833,1,2,1,3,2,3,2,1,1,0,1,0,38,3,9,,8,2,,1,1,0,2,1,4,1.053,2.021,6,1,4,5,1,1,,,1,1,1,1,2,
590,833,1,2,1,1,,2,2,1,1,,,,51,3,8,,,2,,1,2,0,2,1,4,1.172,2.25,6,1,3,5,2,,1,,3,1,1,2,,2
591,833,2,4,1,3,1,1,,0,1,,,,81,2,4,,,2,,1,2,0,2,1,4,0.826,1.365,35,1,4,5,2,,1,,2,2,1,2,,2
592,833,1,5,1,1,,2,2,0,2,,,,46,3,5,,,2,,2,2,0,2,2,3,0.972,2.297,28,1,3,5,2,,1,,2,2,9,3,,
593,833,1,1,1,2,,2,2,1,1,,,,47,4,7,,,2,,1,9,0,2,1,4,0.892,1.714,53,2,,,,,,,,,9,9,,
594,833,1,2,1,1,,2,2,1,1,,,,29,3,6,,,2,,1,1,0,1,1,2,2.25,3.403,46,1,4,5,1,2,,,1,1,1,3,,
595,833,2,2,1,1,,2,2,1,1,,,,30,4,7,,,2,,1,1,0,1,1,4,0.941,1.554,4,1,4,5,2,,2,,2,1,2,2,,2
596,833,1,2,1,3,1,2,2,1,1,,,,63,5,99,9,,2,,1,1,0,1,1,4,1.085,2.083,6,1,4,5,2,,1,,3,1,1,2,,2
597,833,1,5,1,3,3,3,2,1,1,0,1,0,99,2,99,8,,1,9,,8,0,2,1,4,1.452,2.787,53,2,,,,,,,,,8,3,,
598,833,2,4,1,3,1,1,,1,0,,,,74,4,8,,,2,,1,1,0,1,1,4,0.585,0.561,6,1,4,5,1,1,,,1,1,2,3,,
599,833,1,1,1,1,,2,2,2,0,,,,24,4,8,,,1,1,,3,1,1,1,4,0.406,0.779,6,1,3,5,0,,,2,2,1,2,2,,2
600,833,1,1,1,3,1,2,2,1,1,,,,80,2,2,,,2,,1,2,0,1,1,4,2.841,5.453,6,1,4,5,8,,,8,8,1,8,1,2,
601,833,1,2,1,1,,4,2,1,1,0,1,1,31,2,6,,,2,,1,1,0,2,1,4,1.424,2.734,6,1,3,5,1,2,,,3,1,1,3,,
602,833,1,2,1,1,,4,2,1,1,1,1,0,41,4,5,,,2,,1,3,0,1,1,4,0.677,1.12,30,1,3,5,1,2,,,3,1,1,1,1,
603,833,1,2,1,2,,4,4,2,2,,,,44,3,8,,,2,,1,3,1,2,2,4,0.501,1.847,6,1,3,5,2,,2,,2,2,1,3,,
604,833,1,1,1,1,,2,2,1,1,,,,43,4,9,,2,2,,1,2,0,2,1,4,0.748,1.234,35,1,4,5,2,,2,,2,2,1,2,,2
605,833,1,2,1,3,1,4,4,2,2,,,,70,2,4,,,2,,1,2,0,1,2,4,0.51,2.127,4,1,4,3,0,,,2,3,7,1,2,,2
606,833,1,2,1,1,,4,2,1,1,0,1,1,36,2,6,,,2,,1,1,0,2,1,4,0.981,1.621,8,1,3,5,8,,,8,3,1,1,3,,
607,833,2,2,1,1,,5,2,1,1,0,1,2,40,3,8,,,2,,2,2,0,1,1,4,1.526,2.931,6,1,4,5,2,,2,,2,1,1,3,,
608,833,2,2,1,3,1,2,2,1,1,,,,65,1,99,9,,2,,5,9,0,2,1,4,2.129,4.087,6,1,3,4,9,,,9,9,8,8,8,,
609,833,2,2,1,1,,2,2,1,1,,,,26,2,3,,,2,,1,3,0,1,1,4,1.326,2.546,6,2,,,,,,,,,2,3,,
610,833,2,2,1,3,3,2,2,1,1,,,,43,4,3,,,2,,1,3,0,2,2,4,0.763,1.407,6,1,4,5,2,,1,,2,2,1,2,,2
611,833,2,3,1,3,4,2,2,2,0,,,,53,2,98,2,,2,,1,3,0,1,1,4,1.083,2.081,6,2,,,,,,,,,2,2,,2
612,833,1,2,2,3,1,3,3,2,1,,,,78,3,5,,,2,,1,1,0,1,2,4,1.637,6.037,6,1,4,5,1,1,,,3,1,1,3,,
613,833,1,2,1,1,,4,2,1,1,2,0,0,45,2,9,,2,1,1,,2,1,1,2,4,0.359,0.75,32,1,4,5,2,,1,,2,1,1,3,,
614,833,1,1,2,3,3,4,3,1,2,1,0,0,19,3,98,1,,2,,1,2,0,2,1,4,1.169,4.487,6,1,3,5,2,,1,,2,7,2,2,,2
615,833,1,2,1,1,,4,2,1,1,1,1,0,37,3,8,,,2,,1,3,0,1,1,4,0.955,1.834,53,1,4,5,2,,1,,2,2,1,2,,2
616,833,2,1,1,2,,2,2,0,2,,,,26,3,3,,,1,1,,3,0,2,1,4,1.424,2.734,6,1,2,2,2,,2,,3,7,2,2,,1
617,833,1,5,1,1,,2,2,1,1,,,,45,4,8,,,2,,5,3,0,1,1,4,0.825,1.585,6,1,4,5,2,,1,,3,1,8,2,,2
618,833,1,9,1,3,1,2,2,1,1,,,,99,2,99,2,,2,,1,9,0,2,1,4,1.26,2.419,53,1,3,5,8,,,1,8,8,2,3,,
619,833,1,1,1,3,4,3,3,2,1,,,,51,2,1,,,2,,1,2,0,1,1,4,1.083,4.16,6,1,4,5,2,,1,,2,2,1,3,,
620,833,1,1,1,1,,3,3,3,0,,,,23,2,8,,,2,,1,3,0,1,2,4,0.772,1.425,53,1,3,5,2,,1,,2,1,2,2,,2
621,833,1,2,1,3,3,4,2,1,1,0,0,2,25,2,1,,,2,,1,3,0,1,1,4,1.326,2.546,53,1,3,5,2,,1,,3,7,2,3,,
622,833,1,2,1,3,1,2,2,1,1,,,,75,5,8,,,2,,1,1,0,2,1,4,0.63,1.04,4,1,3,5,1,1,,,1,1,1,3,,
623,833,1,2,1,3,1,2,2,1,1,,,,80,2,6,,,2,,1,3,0,1,2,4,1.887,3.934,16,1,3,4,2,,2,,3,1,1,3,,
624,833,1,2,2,3,1,3,3,2,1,,,,76,3,3,,,2,,1,1,0,2,1,4,0.826,1.365,4,1,3,5,1,1,,,1,1,8,3,,
625,833,1,2,1,1,,4,2,1,1,2,0,0,39,2,8,,,2,,2,2,0,2,1,3,1.064,2.146,24,1,4,5,2,,1,,2,7,2,3,,
626,833,1,4,1,3,1,1,,0,1,,,,77,2,5,,,2,,1,2,0,2,1,4,0.887,1.703,6,1,4,5,2,,1,,2,2,2,3,,
627,833,2,1,1,2,,5,5,3,2,,,,27,2,5,,,2,,5,2,0,1,1,4,1.326,5.092,6,2,,,,,,,,,2,3,,
628,833,1,4,1,1,,1,,0,1,,,,60,4,7,,,2,,1,2,0,2,1,4,0.609,1.17,6,1,4,5,2,,1,,8,2,2,2,,2
629,833,2,1,2,3,4,5,4,2,2,0,0,1,19,2,98,1,,2,,1,1,0,1,1,4,0.813,3.12,6,1,2,1,2,,2,,3,7,2,2,,2
630,833,1,2,1,1,,4,2,1,1,0,2,0,44,3,9,,2,2,,1,1,0,1,1,4,0.955,1.834,53,2,,,,,,,,,1,3,,
631,833,1,2,8,2,,3,3,2,1,,,,73,3,4,,,2,,1,2,0,1,1,4,0.767,2.948,6,1,4,5,9,,,2,3,1,8,8,,
632,833,1,1,1,1,,2,2,1,1,,,,21,2,7,,,2,,1,1,1,1,1,4,0.379,0.625,32,2,,,,,,,,,8,3,,
633,833,1,2,1,1,,3,2,1,1,1,0,0,43,3,7,,,2,,1,3,0,1,2,4,0.909,1.676,53,1,3,5,8,,,8,3,1,1,1,2,
634,833,1,2,1,1,,4,2,1,1,0,2,0,45,3,9,,2,2,,2,2,0,2,1,4,1.873,3.596,6,1,3,5,2,,1,,2,2,2,3,,
635,833,1,9,2,1,,2,2,0,2,,,,32,4,99,9,,2,,1,1,0,2,1,4,1.084,2.082,53,1,3,5,1,2,,,3,1,1,1,2,
636,833,1,2,1,1,,3,2,1,1,0,1,0,40,2,6,,,2,,1,1,0,2,1,4,1.053,2.021,6,1,3,5,8,,,1,3,1,1,1,2,
637,833,1,1,1,1,,2,2,1,1,,,,27,3,8,,,2,,1,0,1,1,1,4,0.618,1.021,32,2,,,,,,,,,2,2,,2
638,833,2,1,2,3,3,3,2,2,0,1,0,0,18,1,4,,,2,,5,3,0,1,1,4,0.813,1.56,41,1,3,5,2,,1,,2,7,2,3,,
639,833,1,4,1,3,1,2,2,1,1,,,,73,2,2,,,2,,1,3,0,1,1,4,0.767,1.474,6,1,3,5,2,,1,,2,1,2,3,,
640,833,1,4,2,3,1,3,3,1,2,,,,57,3,3,,,2,,1,0,1,2,1,4,0.4,1.536,6,2,,,,,,,,,9,9,,
641,833,2,1,1,2,,1,,1,0,,,,31,4,4,,,2,,1,2,0,1,1,4,1.01,0.97,6,1,3,5,2,,1,,2,7,1,2,,2
642,833,1,1,2,2,,4,3,2,1,1,0,0,19,3,9,,2,2,,5,3,0,1,1,4,0.813,3.12,6,1,3,4,2,,1,,2,7,2,2,,2
643,833,1,2,1,3,1,3,2,1,1,0,1,0,58,2,6,,,2,,1,2,0,1,1,2,0.903,1.689,39,1,4,5,2,,1,,2,2,1,3,,
644,833,1,2,1,1,,4,3,2,1,1,0,0,37,6,5,,,2,,1,2,0,1,1,2,0.606,2.266,39,1,3,5,2,,1,,2,2,2,3,,
645,833,1,4,1,1,,2,2,1,1,,,,68,1,2,,,2,,1,3,0,2,1,3,2.211,3.831,47,1,4,5,1,1,,,1,1,1,3,,
646,833,1,1,1,1,,9,,,,,,,99,4,99,9,,9,,9,3,0,1,1,1,0.738,0.679,34,1,4,5,0,,,1,0,0,1,1,2,
647,833,2,2,1,3,2,4,2,1,1,0,2,0,33,1,2,,,2,,1,2,0,2,1,1,3.052,5.621,42,2,,,,,,,,,2,3,,
648,833,1,5,1,1,,1,,0,1,,,,43,1,1,,,2,,2,2,0,2,2,3,2.536,5.92,37,1,3,5,2,,1,,2,2,1,3,,
649,833,1,2,1,3,1,2,2,1,1,,,,76,5,6,,,2,,1,2,2,1,2,1,0.497,1.317,36,1,4,5,2,,1,,2,2,1,2,,2
650,833,2,1,1,1,,3,1,0,1,1,0,1,26,3,2,,,2,,2,2,0,2,1,3,1.439,1.451,10,1,3,5,2,,2,,3,7,2,3,,
651,833,1,2,1,1,,4,3,2,1,1,0,0,36,2,8,,,2,,1,2,0,2,1,3,0.665,1.342,54,2,,,,,,,,,1,1,2,
652,833,1,2,1,1,,3,2,1,1,0,1,0,43,2,99,9,,2,,1,3,0,1,2,3,0.384,0.896,24,1,3,5,9,,,2,2,1,1,3,,
653,833,2,2,1,2,,3,2,1,1,0,1,0,32,2,5,,,2,,1,3,0,2,1,1,1.163,2.142,42,2,,,,,,,,,1,3,,
654,833,1,2,1,1,,4,4,2,2,,,,43,4,8,,,2,,1,3,0,1,2,2,0.378,1.607,26,1,4,5,8,,,2,2,1,1,2,,2
655,833,1,2,1,1,,6,2,1,1,0,3,1,38,3,8,,,2,,2,3,0,2,1,3,1.064,2.146,24,1,2,5,8,,,8,8,7,1,8,,
656,833,1,2,1,1,,3,2,1,1,1,0,0,50,4,9,,2,2,,1,1,1,1,1,1,0.337,0.621,34,1,4,4,1,1,,,1,1,2,3,,
657,833,2,4,1,3,2,1,,0,1,,,,59,1,1,,,2,,1,1,0,2,1,1,2.461,4.856,25,1,4,5,1,1,,,1,1,1,3,,
658,833,1,2,1,1,,6,3,1,2,1,2,0,27,3,4,,,2,,1,3,0,1,1,3,0.838,1.691,51,2,,,,,,,,,1,3,,
659,833,1,2,1,1,,4,2,1,1,0,0,2,40,2,8,,,2,,1,3,0,1,1,1,0.781,1.437,36,1,4,5,1,1,,,3,1,2,3,,
660,833,1,1,1,2,,4,3,2,1,0,1,0,22,4,3,,,2,,1,2,1,1,1,1,0.332,1.223,36,2,,,,,,,,,2,3,,
661,833,1,2,1,1,,3,2,1,1,1,0,0,38,5,8,,,2,,1,2,0,2,1,2,0.508,0.951,39,1,4,5,2,,1,,2,1,1,2,,1
662,833,1,2,1,1,,2,2,1,1,,,,30,5,9,,2,2,,5,1,0,1,1,1,0.825,1.519,42,1,4,5,8,,,2,2,7,1,3,,
663,833,1,2,1,1,,2,2,1,1,,,,47,4,8,,,2,,1,1,0,1,1,1,0.677,1.336,25,1,4,5,1,1,,,1,1,1,3,,
664,833,2,2,1,3,1,2,2,1,1,,,,68,1,1,,,2,,1,0,0,2,1,1,1.74,3.203,42,2,,,,,,,,,2,1,2,
665,833,1,2,1,2,,3,2,1,1,1,0,0,58,1,3,,,2,,1,3,0,2,1,2,1.903,3.56,26,1,2,5,1,2,,,1,1,8,3,,
666,833,2,4,1,3,1,1,,0,1,,,,80,2,1,,,2,,1,2,0,2,1,1,0.725,1.334,42,2,,,,,,,,,2,9,,
667,833,1,1,1,1,,1,,1,0,,,,27,2,6,,,2,,1,2,0,1,1,1,1.083,0.997,42,1,3,3,2,,1,,2,7,1,3,,
668,833,2,1,2,2,,2,2,2,0,,,,23,2,2,,,2,,1,2,0,1,1,1,0.666,1.314,44,1,4,5,2,,1,,2,7,2,3,,
669,833,1,4,1,3,1,2,2,0,2,,,,50,2,3,,,2,,1,1,0,2,2,1,0.538,1.428,42,1,2,4,1,1,,,1,1,1,3,,
670,833,1,2,1,3,2,2,2,1,1,,,,49,6,6,,,2,,1,0,0,2,1,1,0.958,1.763,34,2,,,,,,,,,8,9,,
671,833,1,1,1,1,,2,2,1,1,,,,23,2,4,,,2,,1,1,0,1,2,1,0.373,0.989,42,2,,,,,,,,,2,3,,
672,833,1,2,1,2,,2,2,1,1,,,,54,4,5,,,2,,1,2,0,1,1,2,0.523,0.979,39,1,3,2,2,,2,,2,1,2,3,,
673,833,1,2,1,1,,4,3,1,2,1,0,0,40,2,5,,,2,,1,2,1,1,1,3,0.302,0.609,37,1,3,5,2,,1,,2,7,2,3,,
674,833,1,2,1,3,1,2,2,1,1,,,,39,4,4,,,2,,1,3,0,1,1,1,0.597,1.177,44,1,3,5,9,,,1,1,2,1,1,1,
675,833,1,2,1,2,,8,4,2,2,4,0,2,39,2,5,,,2,,1,2,0,2,2,2,0.546,2.326,18,1,1,5,2,,2,,8,2,8,1,2,
676,833,1,5,1,1,,2,2,1,1,,,,35,3,6,,,2,,1,1,0,1,2,3,0.384,0.896,12,1,3,5,1,1,,,1,1,8,3,,
677,833,2,2,1,3,2,3,2,1,1,0,1,0,38,2,7,,,2,,1,2,0,2,1,2,0.668,1.249,39,1,3,5,2,,1,,2,7,1,2,,2
678,833,2,1,1,1,,2,2,2,0,,,,27,2,8,,,2,,1,3,0,1,1,2,0.841,1.572,26,1,3,5,1,2,,,3,7,1,3,,
679,833,1,5,1,1,,4,2,1,1,1,1,0,31,2,4,,,2,,1,2,0,1,1,3,0.838,1.691,13,2,,,,,,,,,2,3,,
680,833,1,2,1,1,,4,3,2,1,1,0,0,45,4,9,,1,2,,1,2,2,1,1,2,0.262,0.979,39,1,4,5,2,,1,,2,2,8,2,,2
681,833,1,4,1,2,,3,1,0,1,2,0,0,42,2,4,,,2,,1,3,0,2,1,3,0.665,0.671,51,1,3,5,1,2,,,1,2,1,1,2,
682,833,2,1,1,1,,1,,0,1,,,,32,5,3,,,2,,1,2,0,2,1,1,0.885,1.632,42,1,3,5,2,,2,,2,2,8,2,,2
