ID,WEEK,Z1,Z2,Z3,Z4,Z5,Z6,Z6A,Z6AA,Z6AB,Z6B,Z6C,Z6D,Z7,Z8,Z9,Z9A,Z9AA,Z10,Z10A,Z11,Z11A,Z12,SEX,METRO,REGION,HWEIGHT,PWEIGHT,STATE,AW1,AW2,AW3,AW4,AW5A,AW5B,AW6,AW7,AW8,AW9,AW10,AW11,AW12A,AW12B,AW12C,AW12D,AW13,AW14,AW15,AW16A,AW16B,AW17,AW18,AW19,AW20,AW21
212,837,1,2,1,1,,4,2,1,1,0,1,1,38,2,6,,,2,,1,1,0,1,1,2,0.717,1.49,39,1,3,5,8,,,1,1,1,3,2,,1,2,1,1,2,3,8,,,3,3,1,,2
213,837,1,5,1,3,5,1,,0,1,,,,83,5,1,,,2,,1,3,0,2,1,3,0.776,1.473,48,1,3,5,9,,,9,9,1,3,2,,2,3,3,8,3,2,8,,,3,1,3,1,3
214,837,1,1,1,3,1,1,,0,1,,,,72,3,99,9,,2,,1,1,0,2,1,3,0.854,1.617,51,1,3,4,1,1,,,8,1,2,8,,8,3,3,8,8,8,8,,,8,8,1,,2
215,837,1,2,1,2,,5,2,1,1,2,1,0,44,4,8,,,2,,1,2,0,2,1,3,0.763,1.444,54,1,3,5,2,,1,,2,2,3,2,,1,3,1,1,2,2,1,,2,2,3,2,,2
216,837,1,2,1,2,,3,2,1,1,0,0,1,24,2,5,,,2,,1,1,0,2,1,3,1.324,2.505,37,2,,,,,,,,,,,,,,,,1,,,,,,,1,,4
217,837,2,2,1,3,2,4,2,1,1,0,2,0,36,2,8,,,2,,1,3,0,2,1,3,1.301,2.47,22,2,,,,,,,,,,,,,,,,,,,,,,,3,1,4
218,837,1,2,1,1,,2,2,1,1,,,,61,9,4,,,2,,1,2,0,1,2,3,0.916,2.158,5,1,2,4,2,,1,,2,1,3,8,,3,3,8,3,2,3,8,,,3,3,2,,1
219,837,1,2,2,3,5,2,2,1,1,,,,48,2,2,,,2,,2,2,0,2,1,3,1.845,3.505,48,2,,,,,,,,,,,,,,,,,,,,,,,2,,3
220,837,1,4,1,3,1,1,,1,0,,,,74,2,2,,,2,,1,3,0,1,1,1,1.127,1.03,42,1,4,5,2,,8,,2,2,2,2,,1,3,3,1,2,1,7,,,3,3,3,1,3
221,837,1,2,1,3,2,2,2,1,1,,,,63,2,7,,,2,,1,2,1,2,1,3,0.246,0.511,47,1,2,5,2,,8,,2,2,1,2,,1,3,3,3,2,2,2,1,,3,8,2,,3
222,837,1,2,1,3,1,2,2,1,1,,,,62,1,3,,,2,,1,3,0,1,2,2,2.063,4.411,19,1,4,5,7,,,2,3,2,1,8,,1,1,1,1,2,1,7,,,2,2,3,7,2
223,837,1,3,1,1,,1,,1,0,,,,59,1,1,,,2,,2,2,0,1,1,2,2.19,2.276,39,1,4,5,2,,1,,2,2,3,2,,3,3,3,3,2,1,1,,1,2,1,2,,2
224,837,1,2,1,3,4,4,2,1,1,0,1,1,32,4,5,,,2,,1,1,0,2,2,3,0.524,1.107,28,1,3,5,8,,,1,3,1,3,2,,3,2,1,2,2,2,2,2,,3,3,1,,3
225,837,2,1,2,3,4,2,2,1,1,,,,23,2,4,,,1,1,,1,0,1,1,3,1.083,2.056,48,2,,,,,,,,,,,,,,,,,,,,,,,1,,4
226,837,1,2,1,3,1,2,2,1,1,,,,75,4,8,,,2,,1,1,0,1,1,3,1.046,1.987,48,1,4,5,1,1,,,1,1,1,1,2,3,2,1,1,3,1,7,,,3,3,1,,4
227,837,1,2,1,3,1,2,2,1,1,,,,57,2,7,,,2,,1,1,0,2,2,2,0.481,0.914,18,1,3,5,1,1,,,3,1,8,8,,1,1,1,1,2,3,1,,8,3,7,1,,4
228,837,2,1,2,3,3,4,1,0,1,0,2,1,27,2,3,,,2,,2,2,0,2,1,3,1.67,1.58,13,1,3,5,2,,1,,2,1,3,2,,1,1,1,3,2,3,8,,,3,3,2,,3
229,837,1,4,1,3,2,1,,0,1,,,,77,1,1,,,2,,1,2,0,2,2,3,1.586,3.737,48,1,2,3,2,,1,,2,7,3,2,,1,3,3,3,2,1,2,1,,2,3,2,,2
230,837,1,2,1,1,,3,3,2,1,,,,28,4,98,1,,2,,1,1,0,2,1,2,0.545,1.132,39,1,3,4,1,2,,,3,1,3,1,2,1,3,1,3,1,3,8,,,3,3,1,,3
231,837,1,2,1,3,4,2,2,1,1,,,,28,3,2,,,2,,1,3,0,2,2,2,0.719,1.366,26,1,4,5,2,,1,,3,2,3,2,,1,3,3,3,2,2,1,,2,3,3,3,1,3
232,837,1,2,1,1,,4,4,2,2,,,,51,2,9,,1,2,,1,1,0,1,2,3,0.441,1.754,10,1,2,5,1,8,,,8,1,4,2,,1,3,3,3,1,2,8,,,3,3,1,,4
233,837,1,2,1,1,,3,2,1,1,0,0,1,35,4,8,,,2,,1,2,0,1,1,2,0.514,1.069,26,1,3,5,2,,1,,2,1,3,2,,1,3,1,1,2,2,7,,,3,3,2,,3
234,837,1,2,1,1,,3,2,1,1,1,0,0,36,2,5,,,2,,2,2,1,2,1,3,0.525,1.09,1,1,4,5,2,,1,,2,2,4,2,,3,1,3,3,2,3,8,,,3,3,2,,3
235,837,1,1,2,1,,3,3,1,2,,,,19,2,3,,,2,,2,8,1,2,1,3,1.002,3.794,37,2,,,,,,,,,,,,,,,,3,,,,,,,8,1,3
236,837,1,2,1,1,,3,2,1,1,1,0,0,36,2,6,,,2,,1,2,0,2,1,2,0.733,1.525,26,2,,,,,,,,,,,,,,,,3,,,,,,,2,,2
237,837,1,3,1,1,,3,1,0,1,1,1,0,44,5,8,,,2,,1,1,0,2,1,1,0.821,0.75,42,1,4,5,2,,2,,3,1,3,1,2,1,2,1,1,2,2,7,,,3,3,1,,3
238,837,2,2,1,2,,3,2,1,1,0,0,1,26,5,5,,,2,,1,2,0,2,1,1,0.85,1.552,42,1,4,5,2,,1,,2,2,4,1,2,3,3,3,1,2,2,1,,2,3,3,2,,1
239,837,1,1,2,1,,3,3,2,1,,,,24,2,8,,,2,,1,1,0,1,1,3,0.886,3.353,12,2,,,,,,,,,,,,,,,,,,,,,,,1,,3
240,837,2,2,1,3,4,4,2,1,1,0,2,0,34,5,5,,,2,,2,2,0,1,1,1,0.985,1.797,9,2,,,,,,,,,,,,,,,,,,,,,,,2,,2
241,837,2,1,1,1,,2,2,1,1,,,,25,3,5,,,2,,1,1,0,2,1,2,0.759,1.578,26,1,3,3,1,1,,,3,7,3,1,2,1,2,3,3,8,3,8,,,3,3,1,,3
242,837,1,2,1,1,,3,2,1,1,0,1,0,32,2,6,,,2,,1,1,0,2,2,3,0.646,1.285,37,1,3,5,1,1,,,1,1,3,2,,3,3,3,1,1,3,2,2,,3,3,1,,4
243,837,1,2,1,1,,5,2,1,1,2,0,1,33,3,99,1,,2,,1,1,0,2,1,3,0.718,1.489,21,2,,,,,,,,,,,,,,,,2,,,,,,,1,,3
244,837,1,5,1,1,,1,,0,1,,,,46,2,5,,,2,,1,1,0,2,1,3,0.997,1.887,12,1,3,5,1,2,,,1,1,3,2,,1,3,1,3,2,2,1,,2,3,3,1,,4
245,837,1,2,1,1,,5,2,1,1,3,0,0,47,4,7,,,2,,1,1,0,2,1,1,0.769,1.404,42,1,3,5,8,,,8,9,2,3,2,,2,3,3,1,1,2,8,,,3,3,1,,3
246,837,1,4,1,3,1,1,,0,1,,,,71,4,99,9,,2,,1,3,0,2,1,1,0.659,1.203,36,1,4,5,2,,2,,2,2,3,1,2,1,2,3,1,2,2,7,,,3,3,3,1,3
247,837,1,2,1,1,,2,2,1,1,,,,52,4,9,,1,2,,1,2,1,2,1,3,0.357,0.676,24,1,3,5,2,,1,,2,2,3,2,,1,2,1,1,2,2,7,,,3,3,2,,3
248,837,1,2,2,2,,3,3,2,1,,,,26,3,5,,,2,,1,2,0,2,1,2,0.759,1.578,26,8,,,,,,,,,,,,,,,,,,,,,,,2,,5
249,837,2,4,1,3,5,1,,0,1,,,,55,2,1,,,2,,1,2,0,2,1,2,0.508,1.056,26,2,,,,,,,,,,,,,,,,2,,,,,,,2,,2
250,837,1,2,1,1,,3,2,1,1,1,0,0,46,4,99,1,,2,,1,3,0,1,1,1,0.438,0.798,9,1,3,5,1,2,,,1,1,3,2,,1,2,1,3,3,3,7,,,3,2,3,7,3
251,837,1,2,1,1,,3,2,1,1,0,1,0,36,6,6,,,1,1,,3,0,2,1,3,0.693,1.438,21,2,,,,,,,,,,,,,,,,3,,,,,,,3,2,3
252,837,2,2,1,1,,4,2,1,1,0,0,2,28,3,4,,,2,,1,3,0,1,1,3,1.118,2.116,24,2,,,,,,,,,,,,,,,,,,,,,,,3,2,3
253,837,1,2,1,1,,4,2,1,1,1,1,0,44,4,8,,,2,,1,1,0,1,2,3,0.437,0.87,37,1,3,5,1,1,,,1,1,1,1,2,3,3,1,1,3,2,2,2,,3,3,1,,4
254,837,2,2,1,1,,3,2,1,1,0,0,1,19,2,4,,,2,,1,8,0,1,2,3,0.519,1.033,54,8,,,,,,,,,,,,,,,,,,,,,,,8,8,8
255,837,1,2,1,1,,3,2,1,1,1,0,0,48,2,2,,,1,2,,3,0,1,2,2,0.742,1.412,18,1,3,5,0,,,1,3,1,1,2,,1,3,3,3,1,2,2,2,,3,3,3,2,4
256,837,1,2,1,3,1,2,2,1,1,,,,67,2,4,,,2,,1,2,0,2,1,3,0.854,1.617,12,1,3,5,2,,1,,2,2,3,2,,1,2,3,8,2,1,1,,8,3,3,2,,4
257,837,1,1,1,1,,3,3,1,2,,,,25,3,4,,,2,,1,3,0,1,1,3,1.118,2.116,13,1,3,5,0,,,8,3,7,2,1,2,2,2,1,3,3,2,7,,,3,3,3,7,2
258,837,1,2,1,2,,3,3,1,2,,,,42,5,9,,1,2,,1,2,1,2,1,1,0.41,1.499,36,1,3,5,2,,1,,2,7,4,2,,3,3,1,3,2,2,1,,2,3,3,2,,2
259,837,1,2,1,1,,2,2,1,1,,,,53,2,6,,,2,,1,1,0,2,2,3,0.584,1.162,37,1,4,5,1,1,,,1,1,2,1,2,2,1,1,3,3,2,2,1,,3,3,1,,3
260,837,1,2,1,1,,4,2,1,1,0,1,1,36,5,7,,,2,,1,1,0,1,1,3,0.486,1.008,21,2,,,,,,,,,,,,,,,,1,,,,,,,1,,3
261,837,1,2,1,3,1,2,2,1,1,,,,66,6,4,,,2,,1,3,0,2,2,2,0.557,1.059,26,2,,,,,,,,,,,,,,,,,,,,,,,3,2,3
262,837,1,2,1,3,1,2,2,1,1,,,,72,2,3,,,2,,1,2,0,1,1,2,0.723,1.501,39,1,3,5,2,,1,,2,2,4,2,,1,3,3,1,2,1,1,,1,3,3,2,,2
263,837,1,2,1,1,,2,2,1,1,,,,99,4,99,1,,2,,1,9,0,2,2,2,0.534,1.015,18,1,3,5,9,,,9,9,9,4,2,,3,3,3,8,2,2,7,,,3,3,9,9,3
264,837,2,5,1,1,,2,1,0,1,0,0,1,32,2,6,,,2,,1,3,0,2,1,2,0.759,0.79,39,2,,,,,,,,,,,,,,,,,,,,,,,3,1,2
265,837,1,1,2,1,,8,5,2,3,1,2,0,22,3,9,,1,2,,1,2,0,1,1,1,0.719,2.622,25,1,3,5,2,,1,,3,2,1,1,2,1,3,1,2,1,2,7,,,2,3,2,,2
266,837,1,2,1,1,,4,2,1,1,0,1,1,26,1,5,,,2,,1,1,0,1,2,3,1.509,3.004,13,2,,,,,,,,,,,,,,,,,,,,,,,1,,3
267,837,2,1,1,1,,1,,0,1,,,,45,2,3,,,2,,1,3,0,2,1,2,0.687,1.428,26,1,3,3,8,,,2,8,2,3,2,,1,2,3,2,2,3,7,,,2,2,3,1,1
268,837,1,1,1,1,,2,2,1,1,,,,33,5,99,9,,2,,1,3,0,2,1,1,0.85,1.552,34,2,,,,,,,,,,,,,,,,,,,,,,,3,2,3
269,837,2,5,1,3,1,1,,0,1,,,,99,1,1,,,2,,1,1,0,2,2,2,1.717,3.264,18,1,4,5,1,1,,,3,1,1,1,2,2,2,3,3,1,1,2,1,,3,7,1,,5
270,837,9,5,1,2,,2,2,1,1,,,,41,3,99,9,,2,,1,2,0,1,1,3,1.04,1.969,12,2,,,,,,,,,,,,,,,,,,,,,,,2,,3
271,837,1,1,2,3,4,2,2,1,1,,,,39,5,6,,,2,,1,2,0,1,1,1,0.605,1.104,25,1,4,5,2,,1,,2,1,1,2,,1,2,1,1,2,2,1,,2,7,3,2,,3
272,837,1,2,1,1,,3,2,1,1,0,0,1,30,2,4,,,2,,1,3,0,2,1,1,0.894,1.631,9,1,3,5,2,,2,,2,1,3,2,,1,2,1,3,3,3,8,,,3,3,3,7,4
273,837,1,2,1,3,1,2,2,1,1,,,,63,2,3,,,2,,1,2,0,1,1,3,0.91,1.721,54,1,3,5,2,,1,,2,2,1,2,,1,2,1,1,2,2,7,,,2,3,2,,3
274,837,1,2,1,2,,5,2,1,1,0,2,1,36,5,6,,,2,,1,3,0,2,1,1,0.821,1.499,42,1,4,5,2,,1,,8,2,2,2,,1,2,1,1,2,2,7,,,2,3,3,1,3
275,837,1,5,1,1,,2,2,1,1,,,,57,5,99,1,,2,,2,3,0,2,1,1,0.862,1.574,42,1,3,4,0,,,2,7,0,2,1,1,1,2,3,3,2,2,7,,,3,3,3,8,3
276,837,1,2,1,1,,4,2,1,1,1,1,0,35,2,7,,,2,,1,2,0,2,1,3,1.065,2.015,51,1,3,4,1,1,,,1,1,3,1,3,3,3,3,2,2,2,2,2,,2,3,2,,3
277,837,2,1,1,2,,4,4,0,4,,,,21,3,1,,,2,,1,3,0,2,2,1,0.56,1.234,42,2,,,,,,,,,,,,,,,,,,,,,,,3,1,2
278,837,1,2,1,1,,2,2,1,1,,,,53,2,7,,,2,,1,2,0,1,1,1,0.809,1.478,36,1,3,5,2,,1,,2,1,3,1,1,1,2,1,3,3,2,1,,2,3,3,2,,2
279,837,1,2,1,1,,3,2,1,1,1,0,0,47,2,6,,,2,,1,1,0,1,2,2,0.491,0.932,26,2,,,,,,,,,,,,,,,,,,,,,,,1,,3
280,837,2,2,1,1,,4,2,1,1,0,2,0,33,3,6,,,2,,2,1,0,1,1,3,1.693,3.204,12,1,3,5,1,2,,,1,1,2,1,2,1,2,1,3,2,2,8,,,3,3,1,,3
281,837,1,2,1,3,1,2,2,1,1,,,,64,3,1,,,2,,1,3,0,2,1,2,0.508,1.056,18,1,4,5,1,1,,,1,1,1,1,2,1,3,1,1,3,1,7,,,3,3,3,2,4
282,837,1,1,2,2,,4,4,2,2,,,,21,3,6,,,2,,1,1,0,1,1,2,0.611,2.538,39,2,,,,,,,,,,,,,,,,,,,,,,,1,,4
283,837,1,2,1,1,,4,2,1,1,0,2,0,49,3,8,,,2,,1,1,3,1,1,1,0.405,0.739,36,1,3,5,2,,2,,2,2,2,1,1,1,2,1,1,2,2,7,,,3,3,1,,3
284,837,1,5,1,3,1,1,,1,0,,,,48,1,2,,,2,,1,2,0,1,2,3,1.017,1.011,45,1,2,4,2,,2,,2,2,3,2,,1,3,1,2,2,3,8,,,3,3,2,,3
285,837,1,2,1,3,1,2,2,1,1,,,,71,2,7,,,2,,1,3,0,1,2,3,0.614,1.223,13,1,3,5,1,1,,,1,1,1,1,2,8,2,2,1,3,9,9,,,9,3,3,7,5
286,837,1,2,1,1,,5,4,2,2,1,0,0,19,2,9,,1,2,,1,1,1,2,2,1,0.286,1.126,23,1,3,5,1,2,,,1,7,4,2,,1,3,3,3,2,3,8,,,3,3,1,,3
287,837,1,2,1,1,,3,2,1,1,0,0,1,34,4,7,,,2,,1,2,0,2,1,3,0.791,1.495,37,1,3,3,2,,2,,2,7,3,2,,1,2,1,3,2,2,7,,,3,3,2,,3
288,837,1,2,1,1,,4,2,1,1,0,2,0,44,6,6,,,2,,1,1,0,2,2,3,0.623,1.241,37,1,3,5,1,1,,,1,1,3,2,,2,3,1,3,2,2,8,,,8,8,1,,4
289,837,1,2,1,1,,2,2,1,1,,,,50,6,7,,,2,,1,2,0,1,2,3,0.441,0.877,37,1,3,5,1,1,,,1,1,3,2,,1,2,1,1,3,2,7,,,3,3,2,,4
291,837,1,2,1,1,,3,2,1,1,1,0,0,36,3,7,,,2,,1,1,0,2,1,3,1.065,2.015,37,1,3,5,1,1,,,3,1,3,2,,1,2,3,3,2,3,2,2,,3,3,1,,4
292,837,2,2,1,3,2,5,2,1,1,0,1,2,26,2,1,,,2,,1,3,0,2,2,1,0.467,1.027,36,2,,,,,,,,,,,,,,,,,,,,,,,3,1,2
293,837,2,2,1,3,2,4,2,1,1,1,1,0,44,1,98,2,,2,,1,8,0,2,2,1,1.039,2.287,36,2,,,,,,,,,,,,,,,,,,,,,,,8,2,4
294,837,1,4,1,3,1,1,,0,1,,,,60,2,1,,,2,,1,3,0,2,2,1,0.318,0.628,23,1,4,5,2,,1,,2,1,4,2,,1,3,1,3,2,2,1,,2,3,3,3,1,2
295,837,1,4,1,3,1,1,,0,1,,,,79,2,5,,,2,,1,2,0,2,1,3,0.885,1.675,54,1,3,5,8,,,8,8,1,2,2,,3,3,1,3,3,2,7,,,3,3,2,,3
296,837,1,4,1,3,1,2,2,0,2,,,,83,1,98,8,,2,,2,2,1,2,1,1,1.662,3.036,36,1,3,5,8,,,9,8,8,3,1,2,1,2,3,3,3,2,2,2,,8,3,2,,7
297,837,1,2,1,3,1,2,2,1,1,,,,66,3,3,,,2,,1,2,0,1,2,1,0.444,0.977,42,1,4,5,2,,1,,2,2,3,2,,3,3,3,1,2,1,7,,,7,3,2,,3
298,837,1,2,1,3,2,2,2,1,1,,,,56,1,99,9,,2,,1,3,0,2,1,3,1.701,3.22,13,1,3,3,2,,2,,2,1,3,1,2,1,3,1,2,3,2,8,,,3,3,3,8,3
299,837,1,2,2,1,,4,2,1,1,2,0,0,42,5,99,1,,2,,1,3,1,1,1,1,0.401,0.732,42,1,4,5,9,,,9,0,9,3,2,,1,2,2,1,2,2,7,,,3,3,3,7,2
300,837,1,1,2,1,,3,2,0,2,1,0,0,19,3,4,,,2,,1,2,0,2,1,2,0.912,1.896,39,1,3,5,2,,2,,3,7,2,2,,1,2,2,2,2,2,8,,,3,3,2,,3
301,837,9,2,1,1,,5,2,1,1,2,1,0,30,6,99,9,,1,1,,3,0,2,2,1,0.467,1.027,36,2,,,,,,,,,,,,,,,,,,,,,,,3,8,2
302,837,1,2,1,3,1,2,2,1,1,,,,62,2,2,,,2,,1,1,0,1,2,1,0.393,0.774,23,1,1,5,8,,,8,8,1,1,8,,1,3,3,1,3,2,2,2,,3,3,1,,3
303,837,1,1,1,1,,2,2,1,1,,,,53,2,8,,,2,,1,2,0,2,1,2,0.687,1.428,26,1,2,5,1,2,,,1,2,2,2,,1,3,3,3,3,3,8,,,3,3,2,,4
304,837,1,2,1,1,,3,3,1,2,,,,52,2,4,,,2,,1,3,0,1,1,3,0.753,1.425,54,1,3,4,0,,,1,8,1,1,1,2,2,2,3,1,3,1,7,,,3,3,3,2,4
305,837,1,2,1,1,,2,2,1,1,,,,34,2,7,,,2,,1,3,0,2,2,3,0.646,1.285,45,1,3,5,1,1,,,1,2,3,2,,1,2,1,2,2,2,8,,,3,3,3,7,2
306,837,1,1,2,3,4,2,2,1,1,,,,21,2,1,,,2,,1,2,0,2,1,1,1.423,2.6,42,1,2,5,2,,1,,2,7,3,1,2,3,3,2,2,2,2,7,,,2,3,2,,2
307,837,1,2,1,2,,5,2,1,1,2,1,0,39,3,8,,,2,,1,2,0,2,1,1,1.144,2.09,34,1,3,5,2,,1,,2,0,3,2,,1,3,3,1,2,2,1,,2,3,3,2,,2
308,837,2,1,2,2,,5,5,2,3,,,,20,3,2,,,2,,1,3,0,1,1,1,0.719,2.622,25,2,,,,,,,,,,,,,,,,3,,,,,,,3,8,2
309,837,2,1,2,3,3,5,4,1,3,0,1,0,19,2,98,2,,1,1,,8,0,2,1,1,1.34,4.895,36,2,,,,,,,,,,,,,,,,1,,,,,,,8,8,4
310,837,1,2,1,3,1,3,3,1,2,,,,69,1,4,,,2,,1,2,0,2,1,2,1.181,4.908,26,1,4,5,2,,1,,2,2,3,2,,3,3,3,3,2,1,1,,2,3,3,2,,2
311,837,2,2,1,2,,3,2,1,1,0,0,1,23,4,2,,,2,,2,3,0,2,2,3,1.175,2.337,37,2,,,,,,,,,,,,,,,,,,,,,,,3,7,4
312,837,2,2,1,3,4,3,3,1,2,,,,38,2,5,,,2,,1,1,0,2,1,3,1.065,4.028,12,2,,,,,,,,,,,,,,,,2,,,,,,,1,,3
313,837,1,2,1,1,,4,2,1,1,1,1,0,39,2,4,,,2,,1,1,0,2,1,2,0.733,1.525,39,1,3,5,1,8,,,3,1,8,2,,1,3,8,1,3,2,8,,,3,3,1,,4
314,837,2,1,1,1,,2,2,0,2,,,,25,4,7,,,2,,1,2,0,2,1,1,0.85,1.552,42,1,3,5,2,,1,,2,2,3,2,,3,2,1,1,2,3,2,2,,2,3,2,,3
315,837,1,5,1,1,,1,,1,0,,,,71,1,4,,,2,,2,2,1,1,1,3,1.831,1.732,51,1,4,5,2,,1,,2,2,3,2,,3,2,2,2,2,2,1,,2,3,3,2,,2
316,837,1,2,1,3,4,4,2,1,1,1,1,0,30,2,5,,,2,,1,2,1,1,1,3,0.365,0.755,21,1,4,5,2,,1,,2,2,2,2,,1,3,1,2,2,2,1,,2,2,2,2,,4
317,837,1,2,1,1,,3,2,1,1,1,0,0,51,2,6,,,2,,1,3,0,1,2,2,0.491,0.932,26,1,3,5,2,,1,,2,1,3,2,,1,2,3,3,3,2,7,,,3,3,3,1,3
318,837,2,1,1,1,,2,2,2,0,,,,21,2,9,,2,2,,1,3,0,1,1,3,0.886,1.676,12,2,,,,,,,,,,,,,,,,3,,,,,,,3,1,2
319,837,2,2,1,2,,2,2,1,1,,,,44,1,1,,,2,,1,2,0,1,2,2,1.563,2.971,39,1,2,4,2,,1,,2,8,3,2,,3,3,3,3,2,2,1,,2,3,3,2,,2
320,837,1,2,1,3,1,2,2,1,1,,,,63,2,1,,,2,,1,3,0,2,2,1,0.318,0.628,23,1,1,4,2,,2,,2,7,3,2,,1,3,1,2,2,2,7,,,3,3,3,1,8
321,837,1,2,1,1,,4,9,9,9,9,9,9,47,2,98,8,,2,,9,3,0,1,2,3,0.514,0.512,37,1,3,5,2,,1,,2,2,3,2,,3,3,1,3,3,8,2,2,,3,3,3,1,4
322,837,2,1,1,1,,1,,1,0,,,,22,2,2,,,2,,1,1,0,1,2,2,0.578,0.549,39,2,,,,,,,,,,,,,,,,,,,,,,,1,,2
323,837,2,1,1,1,,2,2,1,1,,,,24,5,7,,,1,1,,3,0,2,1,1,1.423,2.6,42,1,3,5,2,,1,,2,7,2,2,,1,2,3,3,3,2,7,,,3,3,3,1,3
324,837,2,1,2,1,,3,3,2,1,,,,27,2,1,,,2,,2,2,0,1,1,3,1.324,5.007,37,1,3,5,2,,1,,2,2,3,2,,3,2,3,3,2,3,8,,,3,3,2,,5
325,837,2,1,1,3,3,4,4,2,2,,,,20,2,98,1,,2,,2,3,0,1,1,1,1.346,4.914,42,2,,,,,,,,,,,,,,,,,,,,,,,3,1,2
326,837,1,1,1,1,,1,,1,0,,,,39,4,4,,,2,,1,3,0,1,1,2,0.514,0.534,26,1,4,5,2,,1,,2,2,3,1,1,1,2,1,3,2,2,1,,2,3,3,3,1,3
327,837,2,2,1,1,,4,2,1,1,0,1,1,31,2,6,,,2,,1,1,0,1,1,3,1.118,2.116,12,2,,,,,,,,,,,,,,,,,,,,,,,1,,3
328,837,1,2,1,1,,5,3,2,1,2,0,0,50,5,9,,2,2,,1,1,0,2,2,3,0.419,0.834,13,1,3,5,1,1,,,1,1,3,1,2,1,3,1,1,3,2,2,2,,3,3,1,,4
329,837,1,2,1,1,,3,3,2,1,,,,54,4,7,,,2,,1,3,0,1,1,2,0.372,1.546,39,1,4,5,1,1,,,8,1,1,1,2,1,3,3,1,1,2,2,2,,3,3,3,2,4
330,837,2,5,1,3,5,2,2,1,1,,,,22,3,6,,,2,,1,1,0,2,2,1,0.571,1.126,23,2,,,,,,,,,,,,,,,,3,,,,,,,1,,4
331,837,2,2,1,1,,2,2,0,2,,,,28,4,3,,,2,,2,3,0,2,1,1,1.287,2.351,34,1,2,5,8,,,0,2,7,4,8,,8,3,8,8,2,2,1,,2,3,3,3,8,2
332,837,1,3,1,1,,2,2,1,1,,,,56,1,3,,,2,,2,2,0,1,1,3,2.069,4.294,47,1,3,5,2,,1,,2,2,3,8,,1,3,1,1,3,2,2,1,,3,1,2,,4
333,837,1,5,1,3,1,1,,0,1,,,,63,3,1,,,2,,5,3,0,2,1,1,0.793,1.449,34,1,3,5,9,,,2,2,2,3,8,,1,2,3,3,2,3,8,,,3,3,3,7,4
334,837,1,2,1,3,1,3,2,1,1,1,0,0,44,4,5,,,2,,1,3,0,2,2,1,0.323,0.712,36,1,3,5,8,,,1,1,2,3,2,,1,3,3,3,2,1,1,,2,3,3,3,2,3
335,837,1,2,1,1,,6,4,1,3,2,0,0,45,5,99,1,,2,,1,3,0,1,2,3,0.316,0.63,13,1,4,5,1,2,,,3,1,3,1,2,3,2,1,1,1,2,2,2,,3,3,3,2,4
336,837,1,2,1,1,,3,3,0,3,,,,22,3,6,,,2,,1,2,0,2,1,2,0.912,1.896,18,2,,,,,,,,,,,,,,,,,,,,,,,2,,4
337,837,1,2,1,1,,2,2,1,1,,,,51,1,7,,,2,,1,8,0,2,1,3,2.298,4.349,51,1,3,5,8,,,8,3,1,3,8,,1,3,1,3,2,2,8,,,3,2,8,7,3
338,837,1,1,2,2,,6,6,2,4,,,,20,3,8,,,2,,1,3,1,2,1,1,0.712,2.6,34,1,2,4,2,,1,,2,1,4,2,,1,3,3,3,1,2,8,,,3,3,3,2,2
339,837,2,1,1,2,,3,2,1,1,0,0,1,31,3,6,,,2,,1,3,0,2,1,2,0.759,1.578,26,1,2,2,8,,,8,8,7,3,2,,1,2,3,3,3,3,8,,,3,3,3,7,4
340,837,2,1,1,3,4,1,,1,0,,,,35,3,6,,,2,,1,2,0,1,2,1,0.509,0.503,23,1,3,5,2,,1,,2,2,3,2,,1,2,1,2,2,3,2,2,,3,3,2,,3
341,837,1,4,1,3,1,1,,0,1,,,,64,1,1,,,2,,1,2,0,2,2,2,1.109,2.108,39,1,2,5,2,,1,,2,2,2,2,,1,2,3,2,2,2,1,,1,3,3,2,,3
342,837,1,1,1,3,1,2,2,1,1,,,,57,3,5,,,2,,1,1,0,2,1,2,0.508,1.056,39,1,4,5,1,1,,,1,1,2,1,2,1,2,1,1,1,1,2,2,,3,3,1,,3
343,837,1,2,1,3,2,4,2,1,1,0,0,2,23,2,5,,,2,,1,1,0,2,1,3,1.324,2.505,37,1,3,5,1,1,,,1,1,4,1,2,3,3,3,3,1,3,8,,,3,3,1,,5
344,837,1,2,1,1,,2,2,1,1,,,,61,2,5,,,2,,2,2,0,2,1,3,0.728,1.51,21,1,2,3,2,,2,,2,7,3,2,,1,3,3,1,2,3,7,,,3,3,2,,3
345,837,2,1,2,1,,2,2,2,0,,,,27,4,6,,,2,,5,1,0,1,1,2,0.553,1.148,26,1,4,5,1,2,,,1,1,3,1,2,3,2,3,1,1,2,8,,,3,3,1,,4
347,837,2,2,1,1,,3,2,1,1,0,0,1,30,2,7,,,2,,1,2,0,2,1,1,1.185,2.164,42,1,3,4,2,,1,,2,7,3,2,,1,2,1,3,2,3,1,,2,3,3,2,,3
348,837,1,5,1,1,,1,,0,1,,,,38,4,6,,,2,,1,8,0,2,1,1,0.619,1.129,9,2,,,,,,,,,,,,,,,,,,,,,,,8,2,3
349,837,1,2,1,3,1,2,2,1,1,,,,72,2,99,9,,2,,1,2,0,2,2,1,0.368,0.727,23,1,4,5,8,,,2,2,1,3,1,1,1,2,3,3,2,1,7,,,3,3,2,,2
